qid,qtype,arm,budget,variants,joint_recall,candidate_joint_recall,session_joint_recall,turn_r10,turn_ndcg10,sess_r5,rendered_tokens,duplicate_share,n_candidates,n_rendered,n_truncated,truncated_evidence,missing,cut_evidence
2311e44b,multi-session,S4_static,8000,,1.0,1.0,1.0,1.0,0.6509209298071326,1.0,8000,0.0,49,103,1,0,False,0
2311e44b,multi-session,S5_primary,8000,,1.0,1.0,1.0,1.0,1.0,1.0,6741,0.0,54,87,0,0,False,0
2311e44b,multi-session,S5_primary_norule,8000,,1.0,1.0,1.0,1.0,0.8315546295836225,1.0,8000,0.0,100,33,1,0,False,0
2311e44b,multi-session,S5_noPGR,8000,,1.0,1.0,1.0,1.0,1.0,1.0,6741,0.0,54,87,0,0,False,0
2311e44b,multi-session,S5_planner_rules,8000,,1.0,1.0,1.0,1.0,0.8772153153380493,1.0,7993,0.0,50,100,0,0,False,0
2311e44b,multi-session,S5_planner_oracle,8000,,1.0,1.0,1.0,1.0,0.8772153153380493,1.0,8000,0.0,47,102,1,0,False,0
2311e44b,multi-session,S5_overlay_R0,8000,,1.0,1.0,1.0,1.0,1.0,1.0,6741,0.0,54,87,0,0,False,0
2311e44b,multi-session,S5_overlay_R2,8000,,1.0,1.0,1.0,1.0,1.0,1.0,6741,0.0,54,87,0,0,False,0
2311e44b,multi-session,S5_overlay_P0,8000,,1.0,1.0,1.0,1.0,1.0,1.0,6741,0.0,54,87,0,0,False,0
2311e44b,multi-session,S2_lazy,8000,,1.0,1.0,1.0,1.0,0.6509209298071326,1.0,8000,0.0,116,103,1,0,False,0
2311e44b,multi-session,chandan_live,4000,"shipped,raised_4k",0.0,1.0,1.0,0.5,0.6131471927654584,1.0,4000,0.0,229,2,1,0,False,0
2311e44b,multi-session,chandan_full,4000,shipped,0.0,1.0,1.0,0.5,0.6131471927654584,1.0,4000,0.0,229,2,1,0,False,0
2311e44b,multi-session,chandan_live,8000,"shipped,raised_8k",1.0,1.0,1.0,0.5,0.6131471927654584,1.0,8000,0.0,229,4,1,0,False,0
2311e44b,multi-session,chandan_full,8000,shipped,1.0,1.0,1.0,0.5,0.6131471927654584,1.0,8000,0.0,229,4,1,0,False,0
gpt4_21adecb5,temporal-reasoning,ours_cheap,4000,,1.0,1.0,1.0,0.5,0.3065735963827292,0.5,3992,0.0,69,57,0,0,False,0
gpt4_21adecb5,temporal-reasoning,ours_cheap_norule,4000,,0.0,1.0,1.0,0.5,0.23719771276929622,0.5,4000,0.0,100,22,1,0,False,0
gpt4_21adecb5,temporal-reasoning,ours_sentence_norule,4000,,1.0,1.0,1.0,1.0,0.6509209298071326,1.0,4000,0.0,100,24,1,0,False,0
gpt4_21adecb5,temporal-reasoning,S4_static,4000,,1.0,1.0,1.0,0.5,0.6131471927654584,0.5,4000,0.0,54,43,1,0,False,0
gpt4_21adecb5,temporal-reasoning,S5_primary,4000,,1.0,1.0,1.0,1.0,0.7977228895450266,1.0,4000,0.0,52,41,1,0,False,0
gpt4_21adecb5,temporal-reasoning,S5_primary_norule,4000,,0.0,1.0,0.0,0.5,0.6131471927654584,0.5,4000,0.0,100,16,1,0,False,0
gpt4_21adecb5,temporal-reasoning,S5_noPGR,4000,,1.0,1.0,1.0,1.0,0.5,0.5,4000,0.0,51,40,1,0,False,0
gpt4_21adecb5,temporal-reasoning,S5_planner_rules,4000,,1.0,1.0,1.0,1.0,0.7977228895450266,1.0,4000,0.0,52,41,1,0,False,0
gpt4_21adecb5,temporal-reasoning,S5_planner_oracle,4000,,1.0,1.0,1.0,1.0,0.7977228895450266,1.0,4000,0.0,52,41,1,0,False,0
gpt4_21adecb5,temporal-reasoning,S5_overlay_R0,4000,,1.0,1.0,1.0,1.0,0.7977228895450266,1.0,4000,0.0,53,43,1,0,False,0
gpt4_21adecb5,temporal-reasoning,S5_overlay_R2,4000,,1.0,1.0,1.0,1.0,0.7977228895450266,1.0,4000,0.0,52,41,1,0,False,0
gpt4_21adecb5,temporal-reasoning,S5_overlay_P0,4000,,1.0,1.0,1.0,1.0,0.7977228895450266,1.0,4000,0.0,52,43,1,0,False,0
gpt4_21adecb5,temporal-reasoning,S2_lazy,4000,,1.0,1.0,1.0,0.5,0.6131471927654584,0.5,4000,0.0,159,43,1,0,False,0
gpt4_21adecb5,temporal-reasoning,ours_cheap,8000,,1.0,1.0,1.0,0.5,0.3065735963827292,0.5,8000,0.0,69,115,1,0,False,0
gpt4_21adecb5,temporal-reasoning,ours_cheap_norule,8000,,1.0,1.0,1.0,0.5,0.23719771276929622,0.5,8000,0.0,100,62,1,0,False,0
gpt4_21adecb5,temporal-reasoning,ours_sentence_norule,8000,,1.0,1.0,1.0,1.0,0.6509209298071326,1.0,8000,0.0,100,46,1,0,False,0
gpt4_21adecb5,temporal-reasoning,S4_static,8000,,1.0,1.0,1.0,0.5,0.6131471927654584,0.5,8000,0.0,54,109,1,0,False,0
gpt4_21adecb5,temporal-reasoning,S5_primary,8000,,1.0,1.0,1.0,1.0,0.7977228895450266,1.0,8000,0.0,52,97,1,0,False,0
gpt4_21adecb5,temporal-reasoning,S5_primary_norule,8000,,1.0,1.0,1.0,0.5,0.6131471927654584,0.5,8000,0.0,100,33,1,0,False,0
gpt4_21adecb5,temporal-reasoning,S5_noPGR,8000,,1.0,1.0,1.0,1.0,0.5,0.5,7998,0.0,51,99,0,0,False,0
gpt4_21adecb5,temporal-reasoning,S5_planner_rules,8000,,1.0,1.0,1.0,1.0,0.7977228895450266,1.0,8000,0.0,52,97,1,0,False,0
gpt4_21adecb5,temporal-reasoning,S5_planner_oracle,8000,,1.0,1.0,1.0,1.0,0.7977228895450266,1.0,8000,0.0,52,97,1,0,False,0
gpt4_21adecb5,temporal-reasoning,S5_overlay_R0,8000,,1.0,1.0,1.0,1.0,0.7977228895450266,1.0,8000,0.0,53,97,1,0,False,0
gpt4_21adecb5,temporal-reasoning,S5_overlay_R2,8000,,1.0,1.0,1.0,1.0,0.7977228895450266,1.0,8000,0.0,52,97,1,0,False,0
gpt4_21adecb5,temporal-reasoning,S5_overlay_P0,8000,,1.0,1.0,1.0,1.0,0.7977228895450266,1.0,8000,0.0,52,105,1,0,False,0
gpt4_21adecb5,temporal-reasoning,S2_lazy,8000,,1.0,1.0,1.0,0.5,0.6131471927654584,0.5,8000,0.0,159,109,1,0,False,0
gpt4_21adecb5,temporal-reasoning,chandan_live,4000,"shipped,raised_4k",0.0,1.0,0.0,0.0,0.0,0.0,4000,0.0,224,3,1,0,False,0
gpt4_21adecb5,temporal-reasoning,chandan_full,4000,shipped,0.0,1.0,0.0,0.0,0.0,0.0,4000,0.0,224,3,1,0,False,0
gpt4_21adecb5,temporal-reasoning,chandan_live,8000,"shipped,raised_8k",0.0,1.0,0.0,0.0,0.0,0.0,8000,0.0,224,5,1,0,False,0
gpt4_21adecb5,temporal-reasoning,chandan_full,8000,shipped,0.0,1.0,0.0,0.0,0.0,0.0,8000,0.0,224,5,1,0,False,0
a346bb18,multi-session,ours_cheap,4000,,1.0,1.0,1.0,1.0,0.6240505200038379,1.0,4000,0.0,57,57,1,0,False,0
a346bb18,multi-session,ours_cheap_norule,4000,,1.0,1.0,1.0,1.0,0.4911492931622974,1.0,4000,0.0,100,15,1,0,False,0
a346bb18,multi-session,ours_sentence_norule,4000,,1.0,1.0,1.0,1.0,0.6240505200038379,1.0,4000,0.0,100,17,1,0,False,0
a346bb18,multi-session,S4_static,4000,,1.0,1.0,1.0,1.0,1.0,1.0,3991,0.0,43,44,0,0,False,0
a346bb18,multi-session,S5_primary,4000,,1.0,1.0,1.0,1.0,0.8503449055347546,1.0,4000,0.0,45,51,1,0,False,0
a346bb18,multi-session,S5_primary_norule,4000,,1.0,1.0,1.0,0.5,0.3065735963827292,1.0,4000,0.0,100,15,1,0,False,0
a346bb18,multi-session,S5_noPGR,4000,,1.0,1.0,1.0,1.0,0.6934264036172708,1.0,4000,0.0,40,47,1,0,False,0
a346bb18,multi-session,S5_planner_rules,4000,,1.0,1.0,1.0,1.0,0.8772153153380493,1.0,4000,0.0,46,57,1,0,False,0
a346bb18,multi-session,S5_planner_oracle,4000,,1.0,1.0,1.0,1.0,0.6509209298071326,1.0,4000,0.0,39,55,1,0,False,0
a346bb18,multi-session,S5_overlay_R0,4000,,1.0,1.0,1.0,1.0,1.0,1.0,4000,0.0,45,49,1,0,False,0
a346bb18,multi-session,S5_overlay_R2,4000,,1.0,1.0,1.0,1.0,0.8503449055347546,1.0,4000,0.0,43,51,1,0,False,0
a346bb18,multi-session,S5_overlay_P0,4000,,1.0,1.0,1.0,1.0,0.6240505200038379,1.0,3992,0.0,44,50,0,0,False,0
a346bb18,multi-session,S2_lazy,4000,,1.0,1.0,1.0,1.0,1.0,1.0,4000,0.0,127,45,1,0,False,0
a346bb18,multi-session,ours_cheap,8000,,1.0,1.0,1.0,1.0,0.6240505200038379,1.0,6007,0.0,57,82,0,0,False,0
a346bb18,multi-session,ours_cheap_norule,8000,,1.0,1.0,1.0,1.0,0.4911492931622974,1.0,7998,0.0,100,30,0,0,False,0
a346bb18,multi-session,ours_sentence_norule,8000,,1.0,1.0,1.0,1.0,0.6240505200038379,1.0,8000,0.0,100,31,1,0,False,0
a346bb18,multi-session,S4_static,8000,,1.0,1.0,1.0,1.0,1.0,1.0,8000,0.0,43,110,1,0,False,0
a346bb18,multi-session,S5_primary,8000,,1.0,1.0,1.0,1.0,0.8503449055347546,1.0,8000,0.0,45,111,1,0,False,0
a346bb18,multi-session,S5_primary_norule,8000,,1.0,1.0,1.0,0.5,0.3065735963827292,1.0,8000,0.0,100,32,1,0,False,0
a346bb18,multi-session,S5_noPGR,8000,,1.0,1.0,1.0,1.0,0.6934264036172708,1.0,6721,0.0,40,88,0,0,False,0
a346bb18,multi-session,S5_planner_rules,8000,,1.0,1.0,1.0,1.0,0.8772153153380493,1.0,8000,0.0,46,111,1,0,False,0
a346bb18,multi-session,S5_planner_oracle,8000,,1.0,1.0,1.0,1.0,0.6509209298071326,1.0,8000,0.0,39,113,1,0,False,0
a346bb18,multi-session,S5_overlay_R0,8000,,1.0,1.0,1.0,1.0,1.0,1.0,7998,0.0,45,110,0,0,False,0
a346bb18,multi-session,S5_overlay_R2,8000,,1.0,1.0,1.0,1.0,0.8503449055347546,1.0,8000,0.0,43,111,1,0,False,0
a346bb18,multi-session,S5_overlay_P0,8000,,1.0,1.0,1.0,1.0,0.6240505200038379,1.0,8000,0.0,44,113,1,0,False,0
a346bb18,multi-session,S2_lazy,8000,,1.0,1.0,1.0,1.0,1.0,1.0,8000,0.0,127,110,1,0,False,0
a346bb18,multi-session,chandan_live,4000,"shipped,raised_4k",0.0,1.0,0.0,0.0,0.0,1.0,4000,0.0,233,2,1,1,False,0
a346bb18,multi-session,chandan_full,4000,shipped,0.0,1.0,0.0,0.0,0.0,1.0,4000,0.0,233,2,1,1,False,0
a346bb18,multi-session,chandan_live,8000,"shipped,raised_8k",1.0,1.0,1.0,0.0,0.0,1.0,8000,0.0,233,3,1,1,False,0
a346bb18,multi-session,chandan_full,8000,shipped,1.0,1.0,1.0,0.0,0.0,1.0,8000,0.0,233,3,1,1,False,0
gpt4_68e94288,temporal-reasoning,ours_cheap,4000,,0.0,0.0,1.0,0.0,0.0,0.5,3838,0.0,50,76,0,0,False,0
gpt4_68e94288,temporal-reasoning,ours_cheap_norule,4000,,0.0,0.0,0.0,0.0,0.0,0.5,4000,0.0,100,19,1,0,False,0
gpt4_68e94288,temporal-reasoning,ours_sentence_norule,4000,,0.0,1.0,0.0,0.0,0.0,0.5,4000,0.0,100,19,1,0,False,0
gpt4_68e94288,temporal-reasoning,S4_static,4000,,1.0,1.0,1.0,0.0,0.0,0.5,4000,0.0,47,71,1,0,False,0
gpt4_68e94288,temporal-reasoning,S5_primary,4000,,1.0,1.0,1.0,0.0,0.0,1.0,3997,0.0,50,69,0,0,False,0
gpt4_68e94288,temporal-reasoning,S5_primary_norule,4000,,0.0,1.0,1.0,0.0,0.0,1.0,3998,0.0,100,16,0,0,False,0
gpt4_68e94288,temporal-reasoning,S5_noPGR,4000,,1.0,1.0,1.0,0.0,0.0,0.5,4000,0.0,47,66,1,0,False,0
gpt4_68e94288,temporal-reasoning,S5_planner_rules,4000,,1.0,1.0,1.0,0.0,0.0,1.0,3997,0.0,50,69,0,0,False,0
gpt4_68e94288,temporal-reasoning,S5_planner_oracle,4000,,1.0,1.0,1.0,0.0,0.0,1.0,3997,0.0,50,69,0,0,False,0
gpt4_68e94288,temporal-reasoning,S5_overlay_R0,4000,,1.0,1.0,1.0,0.0,0.0,1.0,4000,0.0,48,72,1,0,False,0
gpt4_68e94288,temporal-reasoning,S5_overlay_R2,4000,,1.0,1.0,1.0,0.0,0.0,1.0,4000,0.0,48,72,1,0,False,0
gpt4_68e94288,temporal-reasoning,S5_overlay_P0,4000,,1.0,1.0,1.0,1.0,0.3010299956639812,0.5,4000,0.0,48,71,1,0,False,0
gpt4_68e94288,temporal-reasoning,S2_lazy,4000,,1.0,1.0,1.0,0.0,0.0,0.5,4000,0.0,108,71,1,0,False,0
gpt4_68e94288,temporal-reasoning,ours_cheap,8000,,0.0,0.0,1.0,0.0,0.0,0.5,3838,0.0,50,76,0,0,False,0
gpt4_68e94288,temporal-reasoning,ours_cheap_norule,8000,,0.0,0.0,0.0,0.0,0.0,0.5,7995,0.0,100,35,0,0,False,0
gpt4_68e94288,temporal-reasoning,ours_sentence_norule,8000,,0.0,1.0,0.0,0.0,0.0,0.5,8000,0.0,100,31,1,0,False,0
gpt4_68e94288,temporal-reasoning,S4_static,8000,,1.0,1.0,1.0,0.0,0.0,0.5,6323,0.0,47,108,0,0,False,0
gpt4_68e94288,temporal-reasoning,S5_primary,8000,,1.0,1.0,1.0,0.0,0.0,1.0,6797,0.0,50,116,0,0,False,0
gpt4_68e94288,temporal-reasoning,S5_primary_norule,8000,,1.0,1.0,1.0,0.0,0.0,1.0,8000,0.0,100,35,1,0,False,0
gpt4_68e94288,temporal-reasoning,S5_noPGR,8000,,1.0,1.0,1.0,0.0,0.0,0.5,5862,0.0,47,100,0,0,False,0
gpt4_68e94288,temporal-reasoning,S5_planner_rules,8000,,1.0,1.0,1.0,0.0,0.0,1.0,6797,0.0,50,116,0,0,False,0
gpt4_68e94288,temporal-reasoning,S5_planner_oracle,8000,,1.0,1.0,1.0,0.0,0.0,1.0,6797,0.0,50,116,0,0,False,0
gpt4_68e94288,temporal-reasoning,S5_overlay_R0,8000,,1.0,1.0,1.0,0.0,0.0,1.0,6323,0.0,48,108,0,0,False,0
gpt4_68e94288,temporal-reasoning,S5_overlay_R2,8000,,1.0,1.0,1.0,0.0,0.0,1.0,6804,0.0,48,119,0,0,False,0
gpt4_68e94288,temporal-reasoning,S5_overlay_P0,8000,,1.0,1.0,1.0,1.0,0.3010299956639812,0.5,7120,0.0,48,118,0,0,False,0
gpt4_68e94288,temporal-reasoning,S2_lazy,8000,,1.0,1.0,1.0,0.0,0.0,0.5,6323,0.0,108,108,0,0,False,0
gpt4_68e94288,temporal-reasoning,chandan_live,4000,"shipped,raised_4k",0.0,1.0,0.0,0.0,0.0,0.0,4000,0.0,231,2,1,0,False,0
gpt4_68e94288,temporal-reasoning,chandan_full,4000,shipped,0.0,1.0,0.0,0.0,0.0,0.0,4000,0.0,231,2,1,0,False,0
gpt4_68e94288,temporal-reasoning,chandan_live,8000,"shipped,raised_8k",0.0,1.0,0.0,0.0,0.0,0.0,8000,0.0,231,3,1,0,False,0
gpt4_68e94288,temporal-reasoning,chandan_full,8000,shipped,0.0,1.0,0.0,0.0,0.0,0.0,8000,0.0,231,3,1,0,False,0
41275add,single-session-assistant,ours_cheap,4000,,1.0,1.0,1.0,1.0,1.0,1.0,4000,0.0,100,25,1,0,False,0
41275add,single-session-assistant,ours_cheap_norule,4000,,1.0,1.0,1.0,1.0,1.0,1.0,4000,0.0,100,25,1,0,False,0
41275add,single-session-assistant,ours_sentence_norule,4000,,1.0,1.0,1.0,1.0,1.0,1.0,4000,0.0,100,19,1,0,False,0
41275add,single-session-assistant,S4_static,4000,,1.0,1.0,1.0,1.0,1.0,1.0,4000,0.0,100,15,1,0,False,0
41275add,single-session-assistant,S5_primary,4000,,1.0,1.0,1.0,1.0,0.6309297535714575,1.0,4000,0.0,100,16,1,0,False,0
41275add,single-session-assistant,S5_primary_norule,4000,,1.0,1.0,1.0,1.0,0.6309297535714575,1.0,4000,0.0,100,16,1,0,False,0
41275add,single-session-assistant,S5_noPGR,4000,,1.0,1.0,1.0,1.0,0.3562071871080222,0.0,4000,0.0,100,14,1,0,False,0
41275add,single-session-assistant,S5_planner_rules,4000,,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,4000,0.0,100,16,1,0,False,0
41275add,single-session-assistant,S5_planner_oracle,4000,,1.0,1.0,1.0,1.0,1.0,1.0,4000,0.0,100,15,1,0,False,0
41275add,single-session-assistant,S5_overlay_R0,4000,,1.0,1.0,1.0,1.0,1.0,1.0,4000,0.0,100,16,1,0,False,0
41275add,single-session-assistant,S5_overlay_R2,4000,,1.0,1.0,1.0,1.0,1.0,1.0,4000,0.0,100,17,1,0,False,0
41275add,single-session-assistant,S5_overlay_P0,4000,,1.0,1.0,1.0,1.0,0.6309297535714575,1.0,4000,0.0,100,16,1,0,False,0
41275add,single-session-assistant,S2_lazy,4000,,1.0,1.0,1.0,1.0,1.0,1.0,4000,0.0,270,15,1,0,False,0
41275add,single-session-assistant,ours_cheap,8000,,1.0,1.0,1.0,1.0,1.0,1.0,8000,0.0,100,42,1,0,False,0
41275add,single-session-assistant,ours_cheap_norule,8000,,1.0,1.0,1.0,1.0,1.0,1.0,8000,0.0,100,42,1,0,False,0
41275add,single-session-assistant,ours_sentence_norule,8000,,1.0,1.0,1.0,1.0,1.0,1.0,8000,0.0,100,37,1,0,False,0
41275add,single-session-assistant,S4_static,8000,,1.0,1.0,1.0,1.0,1.0,1.0,8000,0.0,100,31,1,0,False,0
41275add,single-session-assistant,S5_primary,8000,,1.0,1.0,1.0,1.0,0.6309297535714575,1.0,8000,0.0,100,32,1,0,False,0
41275add,single-session-assistant,S5_primary_norule,8000,,1.0,1.0,1.0,1.0,0.6309297535714575,1.0,8000,0.0,100,32,1,0,False,0
41275add,single-session-assistant,S5_noPGR,8000,,1.0,1.0,1.0,1.0,0.3562071871080222,0.0,8000,0.0,100,31,1,0,False,0
41275add,single-session-assistant,S5_planner_rules,8000,,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,8000,0.0,100,30,1,0,False,0
41275add,single-session-assistant,S5_planner_oracle,8000,,1.0,1.0,1.0,1.0,1.0,1.0,8000,0.0,100,29,1,0,False,0
41275add,single-session-assistant,S5_overlay_R0,8000,,1.0,1.0,1.0,1.0,1.0,1.0,8000,0.0,100,31,1,0,False,0
41275add,single-session-assistant,S5_overlay_R2,8000,,1.0,1.0,1.0,1.0,1.0,1.0,8000,0.0,100,31,1,0,False,0
41275add,single-session-assistant,S5_overlay_P0,8000,,1.0,1.0,1.0,1.0,0.6309297535714575,1.0,8000,0.0,100,33,1,0,False,0
41275add,single-session-assistant,S2_lazy,8000,,1.0,1.0,1.0,1.0,1.0,1.0,8000,0.0,270,31,1,0,False,0
41275add,single-session-assistant,chandan_live,4000,"shipped,raised_4k",1.0,1.0,1.0,1.0,0.6309297535714575,1.0,4000,0.0,371,3,1,0,False,0
41275add,single-session-assistant,chandan_full,4000,shipped,1.0,1.0,1.0,1.0,0.6309297535714575,1.0,4000,0.0,371,3,1,0,False,0
41275add,single-session-assistant,chandan_live,8000,"shipped,raised_8k",1.0,1.0,1.0,1.0,0.6309297535714575,1.0,8000,0.0,371,4,1,0,False,0
41275add,single-session-assistant,chandan_full,8000,shipped,1.0,1.0,1.0,1.0,0.6309297535714575,1.0,8000,0.0,371,4,1,0,False,0
gpt4_c27434e8,temporal-reasoning,ours_cheap,4000,,1.0,1.0,1.0,1.0,0.46845052016107697,1.0,4000,0.0,43,53,1,0,False,0
gpt4_c27434e8,temporal-reasoning,ours_cheap_norule,4000,,0.0,1.0,1.0,0.5,0.21840743681816419,1.0,4000,0.0,100,14,1,0,False,0
gpt4_c27434e8,temporal-reasoning,ours_sentence_norule,4000,,0.0,1.0,1.0,0.5,0.6131471927654584,1.0,4000,0.0,100,15,1,0,False,0
gpt4_c27434e8,temporal-reasoning,S4_static,4000,,1.0,1.0,1.0,1.0,0.5706417189553201,1.0,4000,0.0,39,41,1,0,False,0
gpt4_c27434e8,temporal-reasoning,S5_primary,4000,,1.0,1.0,1.0,0.5,0.6131471927654584,1.0,3996,0.0,40,36,0,0,False,0
gpt4_c27434e8,temporal-reasoning,S5_primary_norule,4000,,0.0,1.0,1.0,0.5,0.6131471927654584,1.0,4000,0.0,100,14,1,0,False,0
gpt4_c27434e8,temporal-reasoning,S5_noPGR,4000,,1.0,1.0,1.0,0.5,0.38685280723454163,1.0,4000,0.0,40,35,1,0,False,0
gpt4_c27434e8,temporal-reasoning,S5_planner_rules,4000,,1.0,1.0,1.0,0.5,0.3065735963827292,1.0,4000,0.0,36,34,1,0,False,0
gpt4_c27434e8,temporal-reasoning,S5_planner_oracle,4000,,1.0,1.0,1.0,0.5,0.6131471927654584,1.0,3996,0.0,40,36,0,0,False,0
gpt4_c27434e8,temporal-reasoning,S5_overlay_R0,4000,,1.0,1.0,1.0,1.0,0.5706417189553201,1.0,4000,0.0,44,42,1,0,False,0
gpt4_c27434e8,temporal-reasoning,S5_overlay_R2,4000,,1.0,1.0,1.0,0.5,0.6131471927654584,1.0,4000,0.0,40,37,1,0,False,0
gpt4_c27434e8,temporal-reasoning,S5_overlay_P0,4000,,1.0,1.0,1.0,1.0,0.8175295903539445,1.0,4000,0.0,39,37,1,0,False,0
gpt4_c27434e8,temporal-reasoning,S2_lazy,4000,,1.0,1.0,1.0,1.0,0.5706417189553201,1.0,3993,0.0,88,40,0,0,False,0
gpt4_c27434e8,temporal-reasoning,ours_cheap,8000,,1.0,1.0,1.0,1.0,0.46845052016107697,1.0,5068,0.0,43,70,0,0,False,0
gpt4_c27434e8,temporal-reasoning,ours_cheap_norule,8000,,1.0,1.0,1.0,0.5,0.21840743681816419,1.0,8000,0.0,100,33,1,0,False,0
gpt4_c27434e8,temporal-reasoning,ours_sentence_norule,8000,,1.0,1.0,1.0,0.5,0.6131471927654584,1.0,8000,0.0,100,31,1,0,False,0
gpt4_c27434e8,temporal-reasoning,S4_static,8000,,1.0,1.0,1.0,1.0,0.5706417189553201,1.0,6997,0.0,39,88,0,0,False,0
gpt4_c27434e8,temporal-reasoning,S5_primary,8000,,1.0,1.0,1.0,0.5,0.6131471927654584,1.0,7757,0.0,40,95,0,0,False,0
gpt4_c27434e8,temporal-reasoning,S5_primary_norule,8000,,1.0,1.0,1.0,0.5,0.6131471927654584,1.0,8000,0.0,100,29,1,0,False,0
gpt4_c27434e8,temporal-reasoning,S5_noPGR,8000,,1.0,1.0,1.0,0.5,0.38685280723454163,1.0,6442,0.0,40,67,0,0,False,0
gpt4_c27434e8,temporal-reasoning,S5_planner_rules,8000,,1.0,1.0,1.0,0.5,0.3065735963827292,1.0,7757,0.0,36,95,0,0,False,0
gpt4_c27434e8,temporal-reasoning,S5_planner_oracle,8000,,1.0,1.0,1.0,0.5,0.6131471927654584,1.0,7757,0.0,40,95,0,0,False,0
gpt4_c27434e8,temporal-reasoning,S5_overlay_R0,8000,,1.0,1.0,1.0,1.0,0.5706417189553201,1.0,6997,0.0,44,88,0,0,False,0
gpt4_c27434e8,temporal-reasoning,S5_overlay_R2,8000,,1.0,1.0,1.0,0.5,0.6131471927654584,1.0,7681,0.0,40,96,0,0,False,0
gpt4_c27434e8,temporal-reasoning,S5_overlay_P0,8000,,1.0,1.0,1.0,1.0,0.8175295903539445,1.0,7964,0.0,39,99,0,0,False,0
gpt4_c27434e8,temporal-reasoning,S2_lazy,8000,,1.0,1.0,1.0,1.0,0.5706417189553201,1.0,6997,0.0,88,88,0,0,False,0
gpt4_c27434e8,temporal-reasoning,chandan_live,4000,"shipped,raised_4k",1.0,1.0,1.0,0.5,0.6131471927654584,1.0,4000,0.0,224,2,1,1,False,0
gpt4_c27434e8,temporal-reasoning,chandan_full,4000,shipped,1.0,1.0,1.0,0.5,0.6131471927654584,1.0,4000,0.0,224,2,1,1,False,0
gpt4_c27434e8,temporal-reasoning,chandan_live,8000,"shipped,raised_8k",1.0,1.0,1.0,0.5,0.6131471927654584,1.0,8000,0.0,224,3,1,0,False,0
gpt4_c27434e8,temporal-reasoning,chandan_full,8000,shipped,1.0,1.0,1.0,0.5,0.6131471927654584,1.0,8000,0.0,224,3,1,0,False,0
e9327a54,single-session-assistant,ours_cheap,4000,,1.0,1.0,1.0,1.0,1.0,1.0,4000,0.0,100,26,1,0,False,0
e9327a54,single-session-assistant,ours_cheap_norule,4000,,1.0,1.0,1.0,1.0,1.0,1.0,4000,0.0,100,26,1,0,False,0
e9327a54,single-session-assistant,ours_sentence_norule,4000,,1.0,1.0,1.0,1.0,1.0,1.0,4000,0.0,100,24,1,0,False,0
e9327a54,single-session-assistant,S4_static,4000,,1.0,1.0,1.0,1.0,1.0,1.0,4000,0.0,100,19,1,0,False,0
e9327a54,single-session-assistant,S5_primary,4000,,0.0,1.0,0.0,0.0,0.0,1.0,4000,0.0,100,15,1,0,False,0
e9327a54,single-session-assistant,S5_primary_norule,4000,,0.0,1.0,0.0,0.0,0.0,1.0,4000,0.0,100,15,1,0,False,0
e9327a54,single-session-assistant,S5_noPGR,4000,,1.0,1.0,1.0,1.0,0.5,1.0,4000,0.0,100,20,1,0,False,0
e9327a54,single-session-assistant,S5_planner_rules,4000,,1.0,1.0,1.0,1.0,0.5,1.0,4000,0.0,100,20,1,0,False,0
e9327a54,single-session-assistant,S5_planner_oracle,4000,,1.0,1.0,1.0,1.0,1.0,1.0,4000,0.0,100,21,1,0,False,0
e9327a54,single-session-assistant,S5_overlay_R0,4000,,1.0,1.0,1.0,1.0,0.3562071871080222,1.0,4000,0.0,100,18,1,0,False,0
e9327a54,single-session-assistant,S5_overlay_R2,4000,,0.0,1.0,0.0,0.0,0.0,1.0,4000,0.0,100,15,1,0,False,0
e9327a54,single-session-assistant,S5_overlay_P0,4000,,0.0,1.0,0.0,0.0,0.0,1.0,4000,0.0,100,15,1,0,False,0
e9327a54,single-session-assistant,S2_lazy,4000,,1.0,1.0,1.0,1.0,0.5,1.0,4000,0.0,271,20,1,0,False,0
e9327a54,single-session-assistant,ours_cheap,8000,,1.0,1.0,1.0,1.0,1.0,1.0,8000,0.0,100,47,1,0,False,0
e9327a54,single-session-assistant,ours_cheap_norule,8000,,1.0,1.0,1.0,1.0,1.0,1.0,8000,0.0,100,47,1,0,False,0
e9327a54,single-session-assistant,ours_sentence_norule,8000,,1.0,1.0,1.0,1.0,1.0,1.0,8000,0.0,100,42,1,0,False,0
e9327a54,single-session-assistant,S4_static,8000,,1.0,1.0,1.0,1.0,1.0,1.0,8000,0.0,100,41,1,0,False,0
e9327a54,single-session-assistant,S5_primary,8000,,1.0,1.0,1.0,0.0,0.0,1.0,8000,0.0,100,37,1,0,False,0
e9327a54,single-session-assistant,S5_primary_norule,8000,,1.0,1.0,1.0,0.0,0.0,1.0,8000,0.0,100,37,1,0,False,0
e9327a54,single-session-assistant,S5_noPGR,8000,,1.0,1.0,1.0,1.0,0.5,1.0,8000,0.0,100,39,1,0,False,0
e9327a54,single-session-assistant,S5_planner_rules,8000,,1.0,1.0,1.0,1.0,0.5,1.0,8000,0.0,100,47,1,0,False,0
e9327a54,single-session-assistant,S5_planner_oracle,8000,,1.0,1.0,1.0,1.0,1.0,1.0,8000,0.0,100,46,1,0,False,0
